{8, 88, 0, 175, 89, 84, 50, 13, 130}
{97, 159, 128, 21, 0, 75, 23, 93, 164}
{34, 90, 112, 23, 91, 116, 77, 111, 62}
{80, 150, 77, 123, 61, 165, 124, 138, 156}
{27, 7, 169, 60, 6, 49, 7, 28, 133}
{166, 51, 128, 149, 85, 37, 164, 10, 30}
{1, 87, 141, 63, 69, 13, 42, 12, 157}
{26, 136, 114, 84, 163, 23, 155, 125, 113}
{24, 133, 141, 59, 118, 94, 6, 169, 81}
{127, 54, 175, 157, 55, 164, 20, 20, 53}
{116, 145, 65, 175, 171, 20, 10, 157, 85}
{116, 132, 30, 48, 58, 163, 91, 117, 2}
{4, 25, 73, 169, 54, 128, 163, 31, 85}
{146, 134, 8, 101, 152, 153, 166, 146, 46}
{5, 58, 22, 91, 174, 154, 23, 42, 114}
{88, 133, 50, 90, 40, 159, 163, 28, 32}
{12, 93, 146, 0, 141, 99, 8, 62, 153}
{63, 130, 20, 109, 38, 78, 34, 31, 72}
{90, 54, 16, 24, 142, 149, 157, 51, 91}
{135, 116, 21, 168, 31, 16, 133, 31, 158}
{135, 122, 122, 9, 4, 71, 30, 16, 109}
{10, 133, 140, 82, 42, 96, 0, 149, 57}
{150, 126, 10, 143, 80, 29, 165, 150, 60}
{0, 103, 174, 60, 140, 115, 1, 149, 21}
{156, 179, 120, 167, 92, 72, 29, 76, 17}
{125, 77, 166, 85, 46, 13, 95, 91, 177}
{26, 75, 146, 86, 159, 151, 162, 38, 110}
{179, 123, 79, 20, 0, 160, 42, 167, 71}
{115, 98, 148, 132, 43, 44, 19, 128, 173}
{33, 125, 83, 29, 152, 61, 175, 140, 122}
{146, 122, 160, 158, 22, 4, 56, 125, 4}
{119, 168, 74, 92, 102, 172, 142, 136, 117}
{5, 155, 147, 80, 7, 92, 66, 119, 146}
{29, 114, 105, 151, 162, 129, 32, 41, 152}
{37, 98, 179, 124, 119, 166, 17, 30, 170}
{92, 173, 125, 28, 80, 2, 176, 63, 92}
{170, 129, 31, 135, 60, 47, 142, 30, 28}
{91, 62, 69, 145, 1, 69, 143, 126, 90}
{129, 45, 23, 20, 39, 15, 146, 68, 178}
{148, 146, 60, 59, 37, 91, 173, 172, 151}
{39, 133, 0, 150, 126, 146, 39, 173, 147}
{10, 136, 175, 101, 167, 40, 26, 6, 162}
{41, 54, 49, 121, 104, 97, 84, 66, 134}
{175, 58, 27, 146, 98, 63, 48, 67, 91}
{96, 8, 84, 63, 102, 39, 140, 105, 25}
{82, 131, 114, 64, 172, 169, 15, 14, 92}
{113, 98, 158, 149, 93, 36, 177, 141, 36}
{142, 91, 103, 52, 7, 14, 136, 153, 116}
{77, 112, 40, 4, 97, 171, 119, 161, 64}
{9, 176, 78, 101, 10, 177, 162, 160, 172}
{17, 58, 34, 136, 19, 27, 141, 154, 34}
{155, 110, 89, 90, 89, 104, 32, 94, 20}
{22, 32, 0, 86, 41, 78, 67, 44, 89}
{146, 25, 68, 39, 125, 28, 73, 80, 47}
{2, 41, 103, 120, 98, 32, 28, 91, 122}
{34, 123, 118, 54, 146, 150, 137, 134, 93}
{118, 20, 39, 26, 68, 65, 177, 107, 92}
{24, 82, 173, 154, 85, 116, 76, 24, 116}
{11, 135, 26, 35, 170, 150, 153, 126, 17}
{24, 166, 151, 19, 103, 74, 58, 129, 142}
{123, 27, 152, 118, 134, 136, 110, 107, 40}
{128, 85, 147, 63, 179, 4, 173, 33, 174}
{142, 88, 21, 159, 14, 6, 31, 33, 109}
{105, 92, 140, 150, 117, 167, 23, 54, 120}
{159, 66, 129, 102, 96, 34, 151, 62, 32}
{155, 54, 149, 50, 15, 139, 72, 76, 154}
{78, 107, 89, 7, 115, 0, 49, 167, 20}
{36, 9, 157, 58, 70, 126, 90, 172, 41}
{124, 45, 5, 58, 19, 59, 109, 70, 157}
{68, 142, 135, 124, 122, 145, 32, 31, 79}
{116, 81, 148, 38, 19, 157, 14, 77, 129}
{42, 167, 121, 167, 12, 166, 172, 154, 87}
{134, 165, 157, 12, 52, 20, 148, 78, 143}
{112, 111, 174, 93, 46, 157, 60, 84, 176}
{119, 0, 156, 67, 43, 44, 90, 112, 140}
{158, 103, 113, 65, 139, 97, 124, 152, 52}
{145, 119, 130, 9, 133, 143, 85, 45, 8}
{62, 105, 175, 57, 126, 176, 115, 12, 121}
{160, 103, 52, 119, 80, 57, 51, 47, 16}
{50, 172, 70, 4, 38, 8, 37, 47, 141}
{180, 132, 88, 91, 96, 95, 168, 56, 40}
{65, 171, 135, 88, 150, 57, 42, 88, 40}
{100, 41, 87, 18, 175, 78, 88, 81, 116}
{179, 118, 65, 41, 20, 100, 129, 13, 15}
{126, 0, 154, 166, 149, 145, 22, 56, 114}
{80, 99, 105, 22, 101, 48, 11, 119, 42}
{173, 109, 124, 10, 9, 144, 76, 50, 164}
{78, 81, 79, 176, 26, 163, 150, 94, 131}
{114, 116, 89, 130, 98, 7, 54, 22, 10}
{103, 34, 31, 47, 26, 140, 73, 36, 149}
{37, 14, 101, 103, 92, 1, 2, 88, 110}
{67, 57, 106, 100, 171, 42, 8, 120, 42}
{99, 77, 65, 109, 82, 99, 141, 129, 125}
{2, 22, 63, 54, 59, 78, 155, 64, 72}
{59, 149, 62, 71, 35, 119, 178, 135, 11}
{122, 144, 34, 164, 145, 13, 48, 73, 95}
{147, 33, 43, 174, 119, 148, 140, 173, 109}
{120, 147, 174, 11, 108, 142, 74, 180, 80}
{95, 79, 34, 107, 20, 80, 43, 3, 44}
{56, 52, 20, 151, 101, 136, 96, 95, 74}
