{34, 41, 92, 88, 80, 110, 25, 116, 36}
{20, 62, 109, 62, 50, 94, 17, 67, 11}
{14, 78, 20, 115, 112, 15, 78, 50, 104}
{30, 106, 11, 77, 20, 83, 49, 108, 43}
{38, 43, 69, 105, 64, 41, 3, 36, 91}
{98, 84, 69, 19, 99, 26, 39, 3, 49}
{86, 82, 99, 69, 112, 84, 111, 68, 104}
{74, 27, 2, 117, 97, 76, 96, 81, 50}
{17, 85, 86, 108, 93, 50, 56, 112, 59}
{114, 61, 62, 42, 26, 54, 51, 5, 45}
{45, 117, 24, 60, 101, 51, 93, 7, 27}
{48, 103, 19, 99, 120, 14, 95, 18, 17}
{55, 105, 8, 114, 98, 100, 87, 50, 6}
{20, 11, 42, 97, 57, 69, 0, 117, 49}
{82, 89, 56, 20, 47, 70, 39, 25, 69}
{84, 31, 118, 101, 86, 103, 19, 111, 111}
{119, 77, 41, 35, 97, 52, 78, 104, 19}
{26, 104, 15, 107, 97, 14, 73, 117, 62}
{22, 66, 118, 92, 29, 28, 120, 40, 25}
{102, 59, 15, 93, 57, 92, 44, 93, 99}
{6, 81, 83, 26, 17, 97, 72, 3, 73}
{118, 108, 100, 59, 9, 45, 87, 11, 105}
{116, 11, 24, 20, 113, 83, 35, 116, 20}
{37, 39, 23, 46, 77, 14, 8, 13, 62}
{16, 85, 97, 89, 82, 84, 100, 51, 93}
{24, 18, 105, 9, 44, 116, 33, 95, 18}
{117, 40, 14, 47, 77, 84, 101, 2, 71}
{25, 42, 84, 87, 58, 49, 63, 57, 41}
{26, 36, 3, 120, 92, 21, 14, 101, 96}
{40, 44, 70, 58, 71, 110, 103, 28, 97}
{98, 8, 99, 48, 33, 51, 12, 31, 109}
{92, 94, 77, 43, 0, 113, 46, 30, 84}
{67, 75, 95, 73, 25, 19, 22, 83, 0}
{42, 97, 29, 18, 74, 37, 28, 32, 102}
{79, 44, 12, 99, 46, 16, 55, 90, 47}
{78, 15, 108, 73, 114, 62, 47, 66, 87}
{97, 120, 81, 98, 41, 88, 6, 60, 72}
{74, 88, 104, 86, 46, 59, 8, 24, 105}
{25, 110, 74, 72, 68, 0, 91, 20, 114}
{32, 98, 90, 30, 106, 89, 21, 83, 10}
{19, 120, 101, 91, 104, 99, 105, 70, 24}
{43, 109, 80, 59, 13, 100, 43, 117, 47}
{43, 87, 98, 67, 29, 76, 37, 90, 61}
{36, 21, 54, 77, 40, 84, 57, 10, 98}
{35, 116, 78, 91, 69, 67, 81, 7, 111}
{60, 51, 107, 18, 4, 104, 26, 72, 44}
{102, 19, 13, 73, 86, 35, 37, 43, 106}
{31, 10, 117, 9, 77, 22, 87, 78, 91}
{33, 38, 9, 24, 8, 91, 41, 57, 95}
{25, 84, 77, 100, 65, 6, 113, 49, 93}
{58, 117, 46, 44, 28, 56, 71, 37, 12}
{93, 34, 90, 94, 68, 38, 13, 2, 47}
{104, 74, 104, 110, 9, 67, 66, 109, 43}
{104, 102, 2, 76, 70, 29, 1, 24, 57}
{88, 95, 4, 101, 98, 70, 101, 103, 17}
{19, 116, 50, 97, 100, 3, 111, 89, 13}
{89, 65, 1, 42, 48, 13, 75, 34, 115}
{104, 35, 18, 72, 34, 24, 76, 14, 1}
{25, 25, 104, 73, 75, 100, 33, 51, 110}
{68, 73, 109, 81, 41, 84, 113, 114, 43}
{37, 68, 77, 62, 51, 23, 80, 2, 57}
{14, 110, 102, 16, 45, 6, 30, 29, 82}
{40, 62, 43, 29, 9, 116, 17, 0, 67}
{12, 24, 60, 55, 92, 7, 11, 33, 90}
{65, 23, 2, 1, 38, 22, 13, 85, 68}
{20, 115, 7, 12, 35, 69, 55, 95, 110}
{82, 23, 20, 28, 35, 44, 120, 90, 46}
{37, 11, 110, 6, 108, 13, 40, 19, 82}
{62, 33, 46, 40, 84, 71, 47, 96, 16}
{117, 61, 112, 16, 22, 14, 67, 82, 80}
{112, 81, 49, 68, 118, 91, 58, 35, 78}
{71, 75, 98, 63, 16, 41, 19, 57, 4}
{90, 104, 100, 17, 10, 71, 8, 57, 94}
{53, 4, 86, 12, 26, 46, 92, 94, 43}
{93, 31, 78, 51, 12, 63, 59, 106, 80}
{100, 4, 47, 14, 5, 61, 114, 22, 72}
{95, 61, 39, 99, 24, 43, 64, 36, 69}
{110, 38, 74, 64, 10, 105, 52, 92, 28}
{116, 61, 44, 106, 71, 49, 32, 85, 85}
{93, 109, 107, 75, 84, 78, 115, 62, 102}
{37, 6, 48, 17, 116, 86, 91, 59, 6}
{106, 22, 9, 13, 17, 70, 89, 2, 21}
{17, 34, 106, 102, 37, 95, 119, 113, 58}
{76, 107, 30, 88, 54, 36, 15, 71, 63}
{11, 41, 32, 17, 27, 54, 57, 71, 71}
{7, 39, 104, 59, 87, 48, 75, 99, 86}
{49, 97, 109, 17, 83, 95, 79, 50, 59}
{115, 96, 10, 57, 107, 82, 90, 35, 19}
{54, 92, 1, 5, 9, 40, 109, 68, 38}
{37, 54, 16, 33, 13, 24, 21, 31, 107}
{26, 110, 68, 85, 14, 43, 5, 103, 30}
{88, 103, 96, 107, 36, 67, 108, 72, 108}
{59, 92, 86, 7, 39, 19, 23, 72, 33}
{78, 93, 95, 65, 29, 115, 43, 114, 8}
{86, 120, 21, 26, 87, 3, 1, 104, 71}
{100, 2, 22, 118, 61, 114, 83, 68, 32}
{13, 1, 104, 46, 111, 107, 51, 55, 15}
{45, 8, 40, 84, 94, 39, 106, 31, 36}
{19, 63, 19, 90, 73, 52, 113, 70, 113}
{16, 64, 91, 49, 77, 3, 63, 33, 114}
